"","CerebellarVol","CerebralVol","CC","CerebellarVol-95%CI","CerebralVol-95%CI","CC-95%CI","CerebellarVol+95%CI","CerebralVol+95%CI","CC+95%CI"
"35",3.44693701483824,4.2004863767698,18.0377126129958,2.86175970570056,3.60943716610135,14.7201442275295,4.03211432397592,4.79153558743826,21.3552809984621
"36",3.71419446322652,4.52558981140193,15.7280486238605,3.23048317499811,4.03702477199379,12.9857254809986,4.19790575145493,5.01415485081007,18.4703717667225
"37",4.05674773946968,4.89185331450034,14.8479886322991,3.67848194122095,4.50979184699809,12.7034716902016,4.43501353771841,5.27391478200259,16.9925055743967
"38",4.01082801080377,4.87024344649678,14.022729886574,3.69832384045687,4.55460348518951,12.2510378888105,4.32333218115066,5.18588340780404,15.7944218843375
"39",3.99697650930233,4.89933544710963,12.6597785702362,3.72847852334111,4.62814324572004,11.1375725381858,4.26547449526356,5.17052764849922,14.1819846022867
"40",3.91788420386088,4.84931145630396,11.8054602463547,3.66909726995854,4.59802809549814,10.3950028452462,4.16667113776322,5.10059481710978,13.2159176474632
"41",3.85592521762597,4.7878880351079,11.7443373873325,3.63157791010661,4.56128953760275,10.4724365067437,4.08027252514532,5.01448653261306,13.0162382679213
"42",4.02451252469806,4.9284667992695,12.5816811612461,3.75075203117462,4.65195928422678,11.0296401912307,4.29827301822149,5.20497431431222,14.1337221312615
"43",3.99154940058011,4.82861173076003,14.6948182554791,3.68840775608863,4.52242824261127,12.9762055882044,4.29469104507159,5.13479521890879,16.4134309227538
"44",3.99336569053019,4.81301758713937,15.2551131504662,3.71809035964486,4.53498003425508,13.6944840543173,4.26864102141552,5.09105514002365,16.815742246615
"45",4.32410040872721,5.14444838733189,15.3025053245865,3.96670903796193,4.7834708096094,13.2763325827893,4.68149177949249,5.50542596505438,17.3286780663837
"46",4.74111111088472,5.55793203224234,15.452206257508,4.49009052098217,5.30439260204474,14.0290855039173,4.99213170078728,5.81147146243995,16.8753270110987
"47",4.8069652040591,5.64851176357922,14.5501689972104,4.58538442449196,5.42470755446639,13.2939525007022,5.02854598362624,5.87231597269206,15.8063854937186
"48",3.45491394486103,4.28665769916564,14.8145434745331,3.15421679599464,3.98294323568185,13.1097894809881,3.75561109372742,4.59037216264944,16.5192974680782
"49",3.90442058572403,4.72407633751544,15.1738728885549,3.62410875448818,4.44095174603577,13.5846901658785,4.18473241695987,5.00720092899512,16.7630556112313
"50",3.39704436890117,4.23098912208539,14.7342389725954,3.11312601710212,3.94422182078263,13.1246096631907,3.68096272070023,4.51775642338815,16.3438682820002
"51",3.3698442029908,4.20311651150376,14.7524772002628,3.0883567471969,3.91880449878215,13.1566294637407,3.6513316587847,4.48742852422537,16.3483249367849
"52",3.21896467977539,4.05230695199232,14.7323948911923,2.93933531132205,3.76987167139765,13.1470812812038,3.49859404822874,4.334742232587,16.3177085011808
"53",3.15552723153164,3.98544748964171,14.8421275600817,2.87208240533263,3.69915846548302,13.2351828277048,3.43897205773065,4.27173651380039,16.4490722924587
"54",3.3421770361237,4.07305184090684,18.9430581955863,2.82962750964445,3.55535918891358,16.0372413115767,3.85472656260295,4.5907444929001,21.8488750795958
"55",3.33852632770977,4.03935357301294,20.2199070306233,2.83984588898123,3.53566917670554,17.3927187030201,3.83720676643831,4.54303796932035,23.0470953582266
"56",3.14597849674475,3.80689979594261,21.97405579245,2.78027877797031,3.43753050094839,19.9007802114742,3.51167821551918,4.17626909093682,24.0473313734258
"57",3.0722036673825,3.72993992001429,22.120194061957,2.71307845215287,3.36721109974454,20.0841915685884,3.43132888261212,4.09266874028405,24.1561965553257
"58",2.90147595151792,3.56235837662798,21.9191921238694,2.5426882213333,3.19997042786215,19.8851029475363,3.26026368170254,3.9247463253938,23.9532813002026
"59",2.83982726239763,3.49551249339919,22.1270616674616,2.52972209976268,3.18229561240052,20.3689704570473,3.14993242503259,3.80872937439785,23.8851528778759
"60",3.34441193963519,3.99818527108112,22.2638018382795,3.00142156881161,3.65175319865432,20.3192732432812,3.68740231045876,4.34461734350791,24.2083304332777
"61",3.34801868324573,3.9959234659754,22.5432840896662,3.02275769199299,3.66739867675537,20.6992693530125,3.67327967449847,4.32444825519543,24.3872988263199
"62",3.20153788164826,3.84436380539149,22.7719412328892,2.96166398557379,3.60208291937519,21.4120148623874,3.44141177772273,4.08664469140778,24.1318676033909
"63",3.0975395384866,3.83778745188603,18.4045417204067,2.6702156521721,3.40617562797929,15.9818978593828,3.52486342480109,4.26939927579278,20.8271855814306
"64",3.09500054110583,3.84313030838646,18.0540758341737,2.67551639758685,3.41943689436817,15.6758781306516,3.51448468462481,4.26682372240476,20.4322735376958
"65",3.04573034079552,3.81997117438478,16.9566401255511,2.63169584721205,3.40178209425385,14.6093383334977,3.45976483437899,4.2381602545157,19.3039419176045
"66",2.90690024204733,3.60617087741271,20.1238856686523,2.56449969640308,3.26033454870483,18.1827009923819,3.24930078769158,3.95200720612059,22.0650703449227
"67",2.93646383008042,3.62063643742429,20.8050216977513,2.6202478503827,3.30124742099727,19.0122861954577,3.25267980977813,3.94002545385132,22.5977572000449
