"pgls_intercept","pgls_med_Cer","pgls_R_squared"
-2.68535776221067,1.15881674446454,0.958716643000841
-2.95020299115034,1.39866675639148,0.958716643000841
-2.74956842555197,1.21489716497287,0.958716643000841
-3.00029827585813,1.44656955158792,0.958716643000841
-3.03068470998355,1.476019076714,0.958716643000841
-2.55734782090988,1.05096935859335,0.958716643000841
-2.81257799688894,1.27121674363784,0.958716643000841
-3.00527099860217,1.45136864144087,0.958716643000841
-2.82491746764393,1.28239549233601,0.958716643000841
-2.77476505388724,1.23726545430806,0.958716643000841
-3.03934105937315,1.48446283449729,0.958716643000841
-2.77302988750234,1.23571851961147,0.958716643000841
-2.89163321567885,1.34368312873664,0.958716643000841
-2.83612973478546,1.29259550397676,0.958716643000841
-2.58769104378928,1.07605705707753,0.958716643000841
-3.00918814658648,1.45515461008473,0.958716643000841
-2.66341295334707,1.13995437537253,0.958716643000841
-2.55549820308331,1.04944966801467,0.958716643000841
-2.70669611761646,1.17730626384678,0.958716643000841
-3.03810883469595,1.483259401976,0.958716643000841
-3.00374785051608,1.44989783287641,0.958716643000841
-2.89969014427833,1.35118134192651,0.958716643000841
-2.87202939108617,1.32552588962592,0.958716643000841
-3.05914196491155,1.50386799887257,0.958716643000841
-2.8800684499095,1.33295679833292,0.958716643000841
-2.9080085138099,1.35894475578004,0.958716643000841
-2.82101985601064,1.27885922515734,0.958716643000841
-2.84750608954219,1.30298608478279,0.958716643000841
-2.68619462971264,1.15953912656111,0.958716643000841
-2.61106350438524,1.09558309840877,0.958716643000841
-3.04261554810542,1.4876631829911,0.958716643000841
-3.010496736057,1.4564204757884,0.958716643000841
-2.89858040097072,1.35014731591256,0.958716643000841
-2.95399127089056,1.40226104655556,0.958716643000841
-2.54627073142629,1.04188458044532,0.958716643000841
-2.78596824913748,1.24727661485478,0.958716643000841
-2.93441703492908,1.38373882005987,0.958716643000841
-2.64771469186973,1.12655610453712,0.958716643000841
-2.70154458196662,1.17282909805975,0.958716643000841
-2.65576372834496,1.13341596301626,0.958716643000841
-2.60878193862555,1.09366927840681,0.958716643000841
-2.75251420421788,1.21750174481787,0.958716643000841
-2.75207942632163,1.21711715022441,0.958716643000841
-2.72834205762342,1.19621182201404,0.958716643000841
-2.61388323405619,1.09795065188181,0.958716643000841
-2.60666945084636,1.09189877583554,0.958716643000841
-2.65650861490344,1.13405185144759,0.958716643000841
-2.77970925434693,1.24167861242276,0.958716643000841
-2.67393049287102,1.14897527305563,0.958716643000841
-2.98697492668282,1.43375058722183,0.958716643000841
-2.55749309813718,1.05108876843655,0.958716643000841
-2.76714084043893,1.23047553445638,0.958716643000841
-2.9558199762996,1.40399775859259,0.958716643000841
-2.59772709156823,1.08441995810601,0.958716643000841
-2.82994907455584,1.28696784288927,0.958716643000841
-2.64249078157602,1.1221151256786,0.958716643000841
-2.60070617968802,1.08690862217681,0.958716643000841
-2.93169220803385,1.38117020207859,0.958716643000841
-3.00666011099063,1.45271067023661,0.958716643000841
-2.73131317738974,1.19881855070574,0.958716643000841
-2.88504527449909,1.33756753869934,0.958716643000841
-2.58341523689669,1.07250391968146,0.958716643000841
-2.73634155398127,1.20323668927451,0.958716643000841
-2.67837924757704,1.15280167116594,0.958716643000841
-2.96413206818979,1.41190525455866,0.958716643000841
-2.77048164525566,1.23344846596045,0.958716643000841
-2.96171189298008,1.40960059132149,0.958716643000841
-2.96294171649885,1.4107714816338,0.958716643000841
-2.95339618395864,1.40169612736999,0.958716643000841
-2.76588815160644,1.22936171036732,0.958716643000841
-2.93230961423699,1.38175200452066,0.958716643000841
-2.86606015951816,1.32002166431029,0.958716643000841
-2.9088822555587,1.35976149695546,0.958716643000841
-2.53358249838291,1.03152689385004,0.958716643000841
-2.78465684460489,1.24610266089183,0.958716643000841
-2.64967748999437,1.12822699590461,0.958716643000841
-2.73414489314896,1.20130561309157,0.958716643000841
-2.85735934522612,1.3120191596975,0.958716643000841
-2.71932525898598,1.18831825312305,0.958716643000841
-2.59203387548859,1.07967190598967,0.958716643000841
-2.66210743853665,1.13883711522023,0.958716643000841
-2.88660050929302,1.33901000636989,0.958716643000841
-2.75415409333108,1.21895289999069,0.958716643000841
-2.95014517936361,1.39861194075187,0.958716643000841
-2.58765928822898,1.07603064698102,0.958716643000841
-2.76327584049751,1.2270406051754,0.958716643000841
-3.05421623347086,1.49902893864557,0.958716643000841
-3.00560531354715,1.45169156820258,0.958716643000841
-3.0021239287739,1.44833053477585,0.958716643000841
-2.62584102295853,1.10801926768914,0.958716643000841
-2.60237970681652,1.08830790082199,0.958716643000841
-2.87869120686412,1.33168226852716,0.958716643000841
-2.71494503507531,1.18449310724653,0.958716643000841
-2.88062504848117,1.33347205937926,0.958716643000841
-2.70270410048296,1.17383608414239,0.958716643000841
-2.63252577153581,1.11366794035967,0.958716643000841
-2.94702373621821,1.39565386391073,0.958716643000841
-2.58275637395078,1.0719569360037,0.958716643000841
-2.78014116644373,1.24206450722606,0.958716643000841
-2.80379789744916,1.26329234972104,0.958716643000841
-2.85059865684258,1.30581786825498,0.958716643000841
-2.70928932142534,1.17956322764772,0.958716643000841
-2.7916896180546,1.25240478325317,0.958716643000841
-3.03809306140771,1.48324400040967,0.958716643000841
-2.78866914387954,1.24969616561487,0.958716643000841
-3.00417675556158,1.45031192415518,0.958716643000841
-3.01691738011335,1.46263946896048,0.958716643000841
-2.85522460997155,1.31005947106776,0.958716643000841
-2.75047438996507,1.21569789785576,0.958716643000841
-2.61105347796636,1.09557468440125,0.958716643000841
-3.02795152201283,1.47335801569603,0.958716643000841
-2.69257826036383,1.16505686886014,0.958716643000841
-2.56536841342349,1.05757199233024,0.958716643000841
-3.03452449258925,1.47976158591583,0.958716643000841
-2.9143903686531,1.36491592434481,0.958716643000841
-2.60851444923227,1.09344501287548,0.958716643000841
-2.82378009845326,1.28136306323493,0.958716643000841
-3.03789070217442,1.48304641717795,0.958716643000841
-2.84292634067155,1.29879817430312,0.958716643000841
-2.74720592691143,1.21281032123196,0.958716643000841
-2.87593635181906,1.32913469675604,0.958716643000841
-2.70241180544096,1.17358219921719,0.958716643000841
-2.69601154364585,1.16802987097722,0.958716643000841
-2.64949170451758,1.12806878733569,0.958716643000841
-2.72868237312461,1.1965102558658,0.958716643000841
-3.0538260081591,1.49864591293865,0.958716643000841
-2.61481284036035,1.09873174518345,0.958716643000841
-2.58140710406852,1.07083721644846,0.958716643000841
-2.60830955177577,1.09327324054525,0.958716643000841
-2.89821112071095,1.34980331925021,0.958716643000841
-2.86078965027369,1.3151712500986,0.958716643000841
-3.00472889330847,1.45084507889952,0.958716643000841
-2.88921523178174,1.34143689242857,0.958716643000841
-2.92310775731737,1.3730934820653,0.958716643000841
-2.80889154495992,1.26788655456306,0.958716643000841
-2.88225429456864,1.3349808767254,0.958716643000841
-2.96792200822427,1.41551808762017,0.958716643000841
-2.94913267570641,1.39765208514279,0.958716643000841
-3.05150019226876,1.49636402317173,0.958716643000841
-2.76567650324709,1.22917357374016,0.958716643000841
-2.69811780723029,1.16985563451892,0.958716643000841
-2.74983184437951,1.21512995940975,0.958716643000841
-2.53878831550826,1.03577025853225,0.958716643000841
-2.63049387206669,1.11194944777494,0.958716643000841
-2.97898907141212,1.42609440047487,0.958716643000841
-2.65551830736849,1.1332064931777,0.958716643000841
-2.65971697215153,1.13679277281621,0.958716643000841
-2.57381559196452,1.06454815013272,0.958716643000841
-2.66322039640156,1.13978955061455,0.958716643000841
-2.92049354934502,1.37063859698223,0.958716643000841
-2.9814876117237,1.428487593943,0.958716643000841
-2.79640454113499,1.25663876305645,0.958716643000841
-2.73842518020072,1.20506983034719,0.958716643000841
-2.66360403115042,1.14011794579527,0.958716643000841
-2.59201326712587,1.07965473786387,0.958716643000841
-2.73952819440284,1.20604080946619,0.958716643000841
-2.83576050156858,1.29225896215882,0.958716643000841
-2.64797112691974,1.12677433232544,0.958716643000841
-2.76849907076267,1.23168377028164,0.958716643000841
-2.64855183214666,1.1272685941283,0.958716643000841
-2.79892870763682,1.25890838964779,0.958716643000841
-2.72043951656501,1.18929229173235,0.958716643000841
-2.87704268451621,1.33015749269293,0.958716643000841
-2.73144603208884,1.19893517779389,0.958716643000841
-2.72125448239387,1.19000495433673,0.958716643000841
-2.81553067448274,1.27388722134953,0.958716643000841
-2.92483025253633,1.37471220022947,0.958716643000841
-2.65019797587238,1.12867028298108,0.958716643000841
-2.75156203197511,1.21665955417425,0.958716643000841
-2.67377924612103,1.14884529670691,0.958716643000841
-2.86645786662184,1.32038803374295,0.958716643000841
-2.63048274715907,1.11194004246224,0.958716643000841
-2.99005133930262,1.43670546963508,0.958716643000841
-2.92812735609733,1.37781331915724,0.958716643000841
-2.88672166508721,1.33912241002584,0.958716643000841
-2.86013452366721,1.31456896532493,0.958716643000841
-2.73013647910086,1.19778582850977,0.958716643000841
-2.81349313442179,1.2720441179651,0.958716643000841
-2.99588968901788,1.44232154586656,0.958716643000841
-2.84095174549228,1.2969946031468,0.958716643000841
-2.97742264397865,1.42459504211896,0.958716643000841
-2.69851236245948,1.17019780371958,0.958716643000841
-2.90788149563263,1.35882604435579,0.958716643000841
-2.6734254612023,1.14854129460884,0.958716643000841
-2.84761249443078,1.30308346591228,0.958716643000841
-2.7878162080244,1.24893182420022,0.958716643000841
-2.67343335554324,1.14854807765933,0.958716643000841
-2.8318756425027,1.2887207189311,0.958716643000841
-3.01625624827096,1.46199848914541,0.958716643000841
-3.01027212688535,1.4562031606925,0.958716643000841
-2.67826445956929,1.15270286143115,0.958716643000841
-2.70329094542443,1.17434589544944,0.958716643000841
-3.05457796469937,1.49938403969212,0.958716643000841
-2.86117937326083,1.31552960387023,0.958716643000841
-3.02901691962621,1.47439501266053,0.958716643000841
-2.78001087250411,1.2419480889034,0.958716643000841
-2.74843424567307,1.21389509663618,0.958716643000841
